"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T05:41:26.7104446+00:00","SynSent","127.0.0.1","50008","127.0.0.1","4449","3056"
"2026-06-18T05:41:26.7104446+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:26.7104446+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:27.2495903+00:00","Bound","0.0.0.0","50011","0.0.0.0","0","3056"
"2026-06-18T05:41:27.2495903+00:00","Bound","0.0.0.0","50010","0.0.0.0","0","3056"
"2026-06-18T05:41:27.2495903+00:00","Bound","0.0.0.0","50009","0.0.0.0","0","3056"
"2026-06-18T05:41:27.2495903+00:00","Bound","0.0.0.0","50008","0.0.0.0","0","3056"
"2026-06-18T05:41:27.2495903+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:27.2495903+00:00","SynSent","127.0.0.1","50011","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.2495903+00:00","SynSent","127.0.0.1","50010","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.2495903+00:00","SynSent","127.0.0.1","50009","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.2495903+00:00","SynSent","127.0.0.1","50008","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.2611529+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:27.2611529+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:27.7963256+00:00","Bound","0.0.0.0","50012","0.0.0.0","0","3056"
"2026-06-18T05:41:27.7963256+00:00","Bound","0.0.0.0","50011","0.0.0.0","0","3056"
"2026-06-18T05:41:27.7963256+00:00","Bound","0.0.0.0","50010","0.0.0.0","0","3056"
"2026-06-18T05:41:27.7963256+00:00","Bound","0.0.0.0","50009","0.0.0.0","0","3056"
"2026-06-18T05:41:27.7963256+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:27.8120094+00:00","SynSent","127.0.0.1","50012","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.8120094+00:00","SynSent","127.0.0.1","50011","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.8120094+00:00","SynSent","127.0.0.1","50010","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.8120094+00:00","SynSent","127.0.0.1","50009","127.0.0.1","4449","3056"
"2026-06-18T05:41:27.8120094+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:27.8120094+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:28.3506658+00:00","Bound","0.0.0.0","50015","0.0.0.0","0","3056"
"2026-06-18T05:41:28.3506658+00:00","Bound","0.0.0.0","50014","0.0.0.0","0","3056"
"2026-06-18T05:41:28.3506658+00:00","Bound","0.0.0.0","50013","0.0.0.0","0","3056"
"2026-06-18T05:41:28.3506658+00:00","Bound","0.0.0.0","50012","0.0.0.0","0","3056"
"2026-06-18T05:41:28.3506658+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:28.3506658+00:00","SynSent","127.0.0.1","50015","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.3506658+00:00","SynSent","127.0.0.1","50014","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.3627359+00:00","SynSent","127.0.0.1","50013","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.3627359+00:00","SynSent","127.0.0.1","50012","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.3627359+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:28.3627359+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:28.8966392+00:00","Bound","0.0.0.0","50015","0.0.0.0","0","3056"
"2026-06-18T05:41:28.8966392+00:00","Bound","0.0.0.0","50014","0.0.0.0","0","3056"
"2026-06-18T05:41:28.8966392+00:00","Bound","0.0.0.0","50013","0.0.0.0","0","3056"
"2026-06-18T05:41:28.8966392+00:00","Bound","0.0.0.0","50012","0.0.0.0","0","3056"
"2026-06-18T05:41:28.8966392+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:28.8966392+00:00","SynSent","127.0.0.1","50015","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.8966392+00:00","SynSent","127.0.0.1","50014","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.8966392+00:00","SynSent","127.0.0.1","50013","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.9122632+00:00","SynSent","127.0.0.1","50012","127.0.0.1","4449","3056"
"2026-06-18T05:41:28.9122632+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
